"The duration of the countdown before taking a photo, in seconds",240,ໄລຍະເວລາຂອງການນັບຖອຍຫລັງກ່ອນການຖ່າຍຮູບເປັນວິນາທີ,241,cheese,po/lo.po
Fire flash before taking a photo,244,ເປີດແຟລຊ໌ກ່ອນການຖ່າຍຮູບ,245,cheese,po/lo.po
Set to true to fire a flash before taking a photo,248,ກຳນົດຄ່າເປັນຈິງເພື່ອເປີດແຟລຊ໌ກ່ອນການຖ່າຍຮູບ,249,cheese,po/lo.po
Camera device string indicator,252,ຊື່ແຟ້ມອຸປະກອນຂອງກ້ອງ,253,cheese,po/lo.po
"The path to the device node which points to the camera, for example /dev/video0",256,ພາທ໌ໄປຫາໂນດຂອງອຸປະກອນທີ່ຊີ້ໄປຫາກ້ອງ ເຊັ່ນ /dev/video0,257,cheese,po/lo.po
Last selected effect,260,ລູກຫລີ້ນທີ່ໄດ້ເລືອກໂຕຫລ້າສຸດ,261,cheese,po/lo.po
Name of the installed effect that was selected last,264,ຊື່ຂອງລູກຫລີ້ນທີ່ໄດ້ຕິດຕັ້ງໄວ້ທີ່ໄດ້ເລືອກໄວ້ຫລ້າສຸດ,265,cheese,po/lo.po
Photo width,268,ຄວາມກ້ວາງຂອງຮູບພາບ,269,cheese,po/lo.po
"The width of the image captured from the camera, in pixels",272,ຄວາມກ້ວາງຂອງຮູບພາບທີ່ໄດ້ຖ່າຍຈາກກ້ອງ ເປັນພິກເຊລ,273,cheese,po/lo.po
Photo height,276,ລວງສູງຂອງຮູບພາບ,277,cheese,po/lo.po
"The height of the image captured from the camera, in pixels",280,ລວງສູງຂອງຮູບພາບທີ່ໄດ້ຖ່າຍຈາກກ້ອງ ເປັນພິກເຊລ,281,cheese,po/lo.po
Video width,284,ຄວາມກ້ວາງຂອງວິດີໂອ,285,cheese,po/lo.po
"The width of the video captured from the camera, in pixels",288,ຄວາມກ້ວາງຂອງວິດີໂອທີ່ໄດ້ຖ່າຍຈາກກ້ອງ ເປັນພິກເຊລ,289,cheese,po/lo.po
Video height,292,ລວງສູງຂອງວິດີໂອ,293,cheese,po/lo.po
"The height of the video captured from the camera, in pixels",296,ລວງສູງຂອງວິດີໂອທີ່ໄດ້ຖ່າຍຈາກກ້ອງ ເປັນພິກເຊລ,297,cheese,po/lo.po
Image brightness,300,ຄວາມສະຫວ່າງຂອງຮູບ,301,cheese,po/lo.po
Adjusts the brightness of the image coming from the camera,304,ປັບຄວາມສະຫວ່າງຂອງຮູບຈາກກ້ອງ,305,cheese,po/lo.po
Image contrast,308,ຄວາມຕ່າງລະດັບສີຂອງຮູບ,309,cheese,po/lo.po
Adjusts the contrast of the image coming from the camera,312,ປັບຄວາມຕ່າງລະດັບສີຂອງຮູບຈາກກ້ອງ,313,cheese,po/lo.po
Image saturation,316,ຄວາມສົດຂອງສີພາບ,317,cheese,po/lo.po
Adjusts the saturation of the image coming from the camera,320,ປັບຄວາມສົດຂອງສີພາບຈາກກ້ອງ,321,cheese,po/lo.po
Image hue,324,ທາດສີຂອງຮູບ,325,cheese,po/lo.po
Adjusts the hue (color tint) of the image coming from the camera,328,ປັບທາດສີຂອງຮູບຈາກກ້ອງ,329,cheese,po/lo.po
Video path,332,ພາທ໌ທີ່ເກັບວິດີໂອ,333,cheese,po/lo.po
"Defines the path where the videos are stored. If empty, “XDG_VIDEOS_DIR/Webcam” will be used.",336,ກຳນົດພາທ໌ທີ່ຈະໃຊ້ເກັບວິດີໂອ. ຖ້າບໍ່ກຳນົດໄວ້ຈະໃຊ້ “XDG_VIDEOS_DIR/Webcam” ແທນ.,339,cheese,po/lo.po
Photo path,342,ພາທ໌ທີ່ເກັບຮູບພາບ,343,cheese,po/lo.po
"Defines the path where the photos are stored. If empty, “XDG_PICTURES_DIR/Webcam” will be used.",346,ກຳນົດພາທ໌ທີ່ຈະໃຊ້ເກັບຮູບພາບ. ຖ້າບໍ່ກຳນົດໄວ້ຈະໃຊ້ “XDG_VIDEOS_DIR/Webcam” ແທນ.,349,cheese,po/lo.po
Time between photos in burst mode,352,ເວລາລະຫວ່າງພາບໃນໂຫມດຖ່າຍຕໍ່ເນື່ອງ,353,cheese,po/lo.po
"The length of time, in milliseconds, to delay between taking each photo in a burst sequence of photos. If the burst delay is less than the countdown duration, the countdown duration will be used instead.",356,ໄລຍະເວລາທີ່ໃຊ້ໃນການຖ່າຍຮູບພາບແບບຕໍ່ເນື່ອງແມ່ນໃຊ້ຫົວຫນ່ວຍເປັນມິລລີວິນາທີ. ຖ້າວ່າເວລາທີ່ໃຊ້ໃນການຖ່າຍນ້ອຍກ່ວາໄລຍະເວລາການນັບຖອຍຫລັງ ມັນກໍຈະນຳໃຊ້ໄລຍະເວລາການນັບຖອຍຫລັງແທນ.,360,cheese,po/lo.po
Number of photos in burst mode,365,ຈຳນວນຂອງຮູບພາບໃນໂຫມດຮູບພາບຕໍ່ເນື່ອງ,366,cheese,po/lo.po
The number of photos to take in a single burst.,369,ຈຳນວນຂອງຮູບພາບທີ່ຈະຖ່າຍໃນໂຫມດຕໍ່ເນື່ອງແຕ່ລະຄັ້ງ.,370,cheese,po/lo.po
Overview,374,ພາບລວມ,375,cheese,po/lo.po
Fullscreen on / off,379,ເປີດ/ປິດ ໂຫມດເຕັມຈໍ,380,cheese,po/lo.po
Quit the application,384,ອອກຈາກແອັບພຣິເຄຊັນ,385,cheese,po/lo.po
Thumbnails,389,ຮູບນ້ອຍ,390,cheese,po/lo.po
Open,394,ເປີດ,395,cheese,po/lo.po
Save As,399,ບັນທຶກໄວ້ທີ່,400,cheese,po/lo.po
Move to Trash,404,ຍ້າຍໄປຖັງຂີ້ເຫຍື້ອ,405,cheese,po/lo.po
Delete,409,ລຶບ,410,cheese,po/lo.po
_Cancel,414,_ຍົກເລີກ,415,cheese,po/lo.po
_Select,418,_ເລືອກ,419,cheese,po/lo.po
Shutter sound,422,ສຽງຊັດເຕີ,423,cheese,po/lo.po
_Take Another Picture,426,_ຖ່າຍຮູບອື່ນ,427,cheese,po/lo.po
One or more needed GStreamer elements are missing: ,430,ອົງປະກອບຂອງ GStreamer ທີ່ຈຳເປັນຢ່າງນ້ອຍຫນຶ່ງໄດ້ຢ່າງຂາດຫາຍໄປ: ,431,cheese,po/lo.po
No device found,435,ບໍ່ພົບອຸປະກອນ,436,cheese,po/lo.po
Device capabilities not supported,450,ຄວາມສາມາດຂອງອຸປະກອນບໍ່ໄດ້ຮັບການຮັບຮອງ,451,cheese,po/lo.po
Unknown device,454,ບໍ່ຮູ້ຊະນິດຂອງອຸປະກອນ,455,cheese,po/lo.po
Cancellable initialization not supported,458,ບໍ່ຮັບຮອງການເລີ່ມຕົ້ນຂອງອຸປະກອນແບບຍົກເລີກໄດ້,459,cheese,po/lo.po
Start in wide mode,462,ເລີ່ມໃນໂຫມດຈໍກ້ວາງ,463,cheese,po/lo.po
Device to use as a camera,466,ອຸປະກອນທີ່ຈະນຳໃຊ້ກ້ອງ,467,cheese,po/lo.po
DEVICE,470,ອຸປະກອນ,471,cheese,po/lo.po
Output version information and exit,474,ສະແດງຂໍ້ມູນຂອງເວີຊັນ ແລະ ອອກໄປ,475,cheese,po/lo.po
Start in fullscreen mode,478,ເລີ່ມໃນໂຫມດເຕັມຫນ້າຈໍ,479,cheese,po/lo.po
Webcam in use,482,ເວັບແຄມຖືກນຳໃຊ້ຢູ່,483,cheese,po/lo.po
Cheese Website,490,ເວັບໄຊທ໌ຂອງ Cheese,491,cheese,po/lo.po
No Effect,496,ບໍ່ມີລູກຫລີ້ນ,497,cheese,po/lo.po
Could not open %s,501,ບໍ່ສາມາດເປີດ %s,502,cheese,po/lo.po
Are you sure you want to permanently delete the file?,506,ທ່ານຫມັ້ນໃຈແລ້ວບໍ່ວ່າຕ້ອງການຈະລຶບ %d ໄຟລ໌ນີ້ຢ່າງຖາວອນ?,508,cheese,po/lo.po
_Delete,511,_ລຶບ,512,cheese,po/lo.po
"If you delete an item, it will be permanently lost",515,ຖ້າທ່ານລຶບລາຍການເຫລົ່ານີ້ ພວກມັນຈະຖືກລຶບໄປຢ່າງຖາວອນ,517,cheese,po/lo.po
Could not delete %s,521,ບໍ່ສາມາດເປີດ %s,522,cheese,po/lo.po
Skip,525,ຂ້າມ,526,cheese,po/lo.po
Skip all,529,ຂ້າມທັງຫມົດ,530,cheese,po/lo.po
Could not move %s to trash,534,ບໍ່ສາມາດຍ້າຍ %s ໄປລົງໄວ້ໃນຖັງຂີ້ເຫຍື້ອໄດ້,535,cheese,po/lo.po
Save File,539,ບັນທຶກໄຟລ໌,540,cheese,po/lo.po
Save,543,ບັນທຶກ,544,cheese,po/lo.po
Could not save %s,548,ບໍ່ສາມາດບັນທຶກ %s,549,cheese,po/lo.po
Stop recording,552,ຍຸດການບັນທຶກ,553,cheese,po/lo.po
Record a video,556,ບັນທຶກວິດີໂອ,557,cheese,po/lo.po
Stop taking pictures,561,ຍຸດການຖ່າຍຮູບ,562,cheese,po/lo.po
Take multiple photos,565,ຖ່າຍຫລາຍຮູບ,566,cheese,po/lo.po
No effects found,569,ບໍ່ພົບລູກຫລີ້ນ,570,cheese,po/lo.po
There was an error playing video from the webcam,573,ເກີດມີຂໍ້ຜິດພາດໃນການເປີດວິດີໂອທີ່ມາຈາກເວັບແຄມ,574,cheese,po/lo.po
Record a video using a webcam,577,ບັນທຶກວິດີໂອໂດຍການນຳໃຊ້ເວັບແຄມ,578,cheese,po/lo.po
Take multiple photos using a webcam,581,ຖ່າຍຫລາຍຮູບໂດຍການນຳໃຊ້ເວັບແຄມ,582,cheese,po/lo.po
Choose an Effect,585,ເລືອກລູກຫລີ້ນ,586,cheese,po/lo.po
Record a Video,589,ບັນທຶກວິດີໂອ,590,cheese,po/lo.po
Take Multiple Photos,593,ຖ່າຍຫລາຍຮູບ,594,cheese,po/lo.po
Sound & Video,23,ສຽງ ເເລະ ວີດີໂອ,24,gnome-menus,po/lo.po
Multimedia menu,27,ລາຍການສືປະສົມ,28,gnome-menus,po/lo.po
Programming,31,ຂງນໂປຣແກຣມ,32,gnome-menus,po/lo.po
Tools for software development,35,ເຄື່ອງມືພັດທະນາຊອບແວຣ,36,gnome-menus,po/lo.po
Education,39,ການສຶກສາ,40,gnome-menus,po/lo.po
Games,43,ເກມ,44,gnome-menus,po/lo.po
Games and amusements,47,ເກມ ແລະ ລາ້ເລີງ,48,gnome-menus,po/lo.po
Graphics,51,ຮູບພາບ,52,gnome-menus,po/lo.po
Graphics applications,55,ໂປຣແກຣມຮູບພາບ,56,gnome-menus,po/lo.po
Internet,59,ອິນເຕີເນັດ,60,gnome-menus,po/lo.po
Programs for Internet access such as web and email,63,ໂປຣແກຣມສຳລັບເຂົ້າອິນເຕີເນັດຕົວຢ່າງ ເວັບ ເເລະ ອີເມວລ໌,64,gnome-menus,po/lo.po
Office,67,ໂປຣເເກຣມຫ້ອງການ,68,gnome-menus,po/lo.po
Office Applications,71,ໂປຣມແກຣມສຳລັບຫ້ອງການ,72,gnome-menus,po/lo.po
System Tools,75,ເຄື່ອງມືລະບົບ,76,gnome-menus,po/lo.po
System configuration and monitoring,79,ຕັ້ງຄ່າ ແລະ ເບີ່ງເເຍງລະບົບ,80,gnome-menus,po/lo.po
Universal Access,83,ສິ່ງອຳນວຍຄວາມສະດວກ,84,gnome-menus,po/lo.po
Universal Access Settings,87,ຕັ້ງຄ່າສິ່ງອຳນວຍຄວາມສະດວກ,88,gnome-menus,po/lo.po
Accessories,91,ເຄື່ອງອຸປະກອນເພີ້ມ,92,gnome-menus,po/lo.po
Desktop accessories,95,ໂປຣມແກຣມເຄື່ອງໃຊ້ສອຍເດັດທອບ,96,gnome-menus,po/lo.po
Applications,99,ໂປຣເເກຣມທົວໄປ,100,gnome-menus,po/lo.po
Other,103,ອື່ນໆ,104,gnome-menus,po/lo.po
Applications that did not fit in other categories,107,ໂປຣເເກຣມ ບໍ່ຢູ່ໃນໝວດອື່ນໆ,108,gnome-menus,po/lo.po
Sundry,111,ອື່ນໆ,112,gnome-menus,po/lo.po
Utilities,115,ເຄື່ອງມື,116,gnome-menus,po/lo.po
Small but useful GNOME tools,119,ນ້ອຍ ແຕ່ວ່າເປັນເຄື່ອງມືທີ່ເປັນປະໂຫຍດຂອງ GNOME,120,gnome-menus,po/lo.po
Web Applications,123,ເວັບແອັບພລິເຄຊັນ,124,gnome-menus,po/lo.po
Applications and sites saved from Web,127,ແອັບພລິເຄຊັນ ແລະ ເວັບທີ່ໄດ້ບັນທຶກໄວ້ຈາກເວັບຕ່າງໆ,128,gnome-menus,po/lo.po
Network Tools,24,ເຄື່ອງມືທີ່ໃຊ້ກວດສອບເຄືອຂ່າຍ,25,gnome-nettool,po/lo.po
Perform advanced networking analysis,28,ປະຕິບັດການວິເຄາະເຄືອຂ່າຍຂັ້ນສູງ,29,gnome-nettool,po/lo.po
"Network Tools is a utility to perform advanced networking analysis operations. It features a range of networking tools that are typically done on the command line, but allows you to perform them with a graphical interface.",32,ເຄື່ອງມືເຄືອຂ່າຍແມ່ນສິ່ງທີ່ໃຊ້ເພື່ອດຳເນີນການວິເຄາະລະບົບເຄືອຂ່າຍຂັ້ນສູງ. ທ່ານສາມາດນຳໃຊ້ໄດ້ໃນຮູບແບບຂອງ command line ແລະ ແບບກຣາບຟິກ.,36,gnome-nettool,po/lo.po
"With Network Tools, you can perform the following: ping, netstat, traceroute, port scans, lookup, finger and whois.",41,"ທ່ານສາມາດ ping, netstat, traceroute, port scans, lookup, finger and whois ໂດຍການນຳໃຊ້ເຄື່ອງມືເຄືອຂ່າຍ.",44,gnome-nettool,po/lo.po
The GNOME Project,49,ໂຄງການ GNOME,50,gnome-nettool,po/lo.po
Network information tools,53,ເຄື່ອງມືຂໍ້ມູນເຄືອຂ່າຍ,54,gnome-nettool,po/lo.po
View information about your network,57,ເບິງຂໍ້ມູນກ່ຽວກັບເຄືອຂ່າຍຂອງທ່ານ,58,gnome-nettool,po/lo.po
network;monitor;remote;,62,ເຄືອຂ່າຍ;ເຝົ້າຕິດຕາມ;ລີໂຫມດ;,63,gnome-nettool,po/lo.po
Host,72,ໂຮສ໌ຕ,73,gnome-nettool,po/lo.po
User,76,ຊື່ຜູ້ໃຊ້,77,gnome-nettool,po/lo.po
_Tool,80,_ເຄື່ອງມື,81,gnome-nettool,po/lo.po
Beep on ping,84,ສົງສຽງບີບເມື່ອ Ping,85,gnome-nettool,po/lo.po
_Edit,88,_ແກ້ໄຂ,89,gnome-nettool,po/lo.po
Copy as text _report,92,ສຳເນົາ_ລາຍງານໃນຮູບແບບຂໍ້ຄວາມເປົ່າ,93,gnome-nettool,po/lo.po
Clear _History,96,_ລົບລ້າງປະຫວັດການນຳໃຊ້,97,gnome-nettool,po/lo.po
_Help,100,_ວິທີນຳໃຊ້,101,gnome-nettool,po/lo.po
_Contents,104,_ເນື້ອຫາ,105,gnome-nettool,po/lo.po
Devices — Network Tools,109,ອຸປະກອນ — ເຄື່ອງມືທີ່ໃຊ້ກວດສອບເຄືອຂ່າຍ,110,gnome-nettool,po/lo.po
_Network device:,113,_ອຸປະກອນເຄືອຂ່າຍ:,114,gnome-nettool,po/lo.po
_Configure,117,_ຕັ້ງຄ່າ,118,gnome-nettool,po/lo.po
IP Information,121,ຂໍ້ມູນຂອງໄອພີ,122,gnome-nettool,po/lo.po
Hardware address:,125,ທີ່ຢູ່ຂອງຮາດແວ:,126,gnome-nettool,po/lo.po
Multicast:,129,ມັລ໌ຕິແຄສຕ໌,130,gnome-nettool,po/lo.po
Link speed:,137,ຄວາມໄວລີ້ງ:,138,gnome-nettool,po/lo.po
State:,141,ສະຖານະ:,142,gnome-nettool,po/lo.po
Not Available,148,ບໍ່ມີຂໍ້ມູນ,149,gnome-nettool,po/lo.po
Interface Information,152,ຂໍ້ມູນຂອງອິນເຕີເຟຊ,153,gnome-nettool,po/lo.po
Transmitted bytes:,156,ຈຳນວນໄບຕ໌ທີ່ໄດ້ສົງໄປ:,157,gnome-nettool,po/lo.po
Received bytes:,160,ຈຳນວນໄບຕ໌ທີ່ໄດ້ຮັບ:,161,gnome-nettool,po/lo.po
Transmission errors:,164,ການສົ່ງເກີດມີຂໍ້ຜິດພາດ:,165,gnome-nettool,po/lo.po
Transmitted packets:,168,ຈຳນວນແພັກເກັດທີ່ໄດ້ສົງໄປ:,169,gnome-nettool,po/lo.po
Received packets:,172,ຈຳນວນແພັກເກັດທີ່ໄດ້ຮັບ:,173,gnome-nettool,po/lo.po
Reception errors:,176,ມີຂໍ້ຜິດພາດໃນການຮັບ:,177,gnome-nettool,po/lo.po
Collisions:,180,ການຕຳກັນ:,181,gnome-nettool,po/lo.po
Interface Statistics,184,ສະຖິຕິຂອງອິນເຕີເຟສ:,185,gnome-nettool,po/lo.po
Devices,188,ອຸປະກອນ,189,gnome-nettool,po/lo.po
Only,192,ເທົ່ານັ້ນ,193,gnome-nettool,po/lo.po
requests,196,ຄໍາຮ້ອງຂໍ,197,gnome-nettool,po/lo.po
Unlimited requests,200,ຄໍາຮ້ອງຂໍບໍ່ມີກຳນົດ,201,gnome-nettool,po/lo.po
Send:,204,ສົ່ງ:,205,gnome-nettool,po/lo.po
Enter the network address to ping. For example: www.domain.com or 192.168.2.1,208,ປ້ອນທີ່ຢູ່ຂອງເຄື່ອຂາຍເພື່ອປິງໄປຫາ. ຕົວຢ່າງ: www.domain.com ຫລື 192.168.2.1,209,gnome-nettool,po/lo.po
Network address,213,ທີ່ຢູ່ຂອງເຄື່ອຂາຍ,214,gnome-nettool,po/lo.po
_Network address:,218,_ທີ່ຢູ່ຂອງເຄື່ອຂາຍ:,219,gnome-nettool,po/lo.po
Ping,222,ປິງ,223,gnome-nettool,po/lo.po
ms,231,ວິນາທີ,232,gnome-nettool,po/lo.po
Maximum:,235,ສູງສຸດ:,236,gnome-nettool,po/lo.po
Average:,239,ສະເລ່ຍ:,240,gnome-nettool,po/lo.po
Minimum:,243,ຕຳສຸດ:,244,gnome-nettool,po/lo.po
Round Trip Time Statistics,247,ສະຖິຕິຂອງເວລາໄປກັບ:,248,gnome-nettool,po/lo.po
Packets transmitted:,251,ຈຳນວນແພັກເກັດທີ່ໄດ້ສົງໄປ:,252,gnome-nettool,po/lo.po
Successful packets:,263,ສຳເລັດການສົ່ງແພັກເກັດ:,264,gnome-nettool,po/lo.po
Packets received:,267,ຈຳນວນແພັກເກັດທີ່ໄດ້ຮັບ:,268,gnome-nettool,po/lo.po
Transmission Statistics,271,ສະຖິຕິການສົ່ງ:,272,gnome-nettool,po/lo.po
Details,275,ລາຍລະອຽດ,276,gnome-nettool,po/lo.po
Display:,279,ສະແດງ:,280,gnome-nettool,po/lo.po
Routing Table Information,283,ຂໍ້ມູນຂອງ Routing Table,284,gnome-nettool,po/lo.po
Active Network Services,287,ເຊີວິດຂອງເຄື່ອຂາຍທີ່ເປີດນຳໃຊ້ຢູ່,288,gnome-nettool,po/lo.po
Multicast Information,291,ຂໍ້ມູນຂອງ Multicast,292,gnome-nettool,po/lo.po
Output for net stat,299,ຜົນລັບສຳລັບ net stat,300,gnome-nettool,po/lo.po
Netstat output,303,ຜົນລັບຂອງ Netstat,304,gnome-nettool,po/lo.po
Enter the network address to trace a path to. For example: www.domain.com or 192.168.2.1,307,ປ້ອນທີ່ຢູ່ຂອງເຄື່ອຂາຍເພື່ອ trace ໄປຫາພາສທ໌. ຕົວຢ່າງ: www.domain.com ຫລື 192.168.2.1,309,gnome-nettool,po/lo.po
Output for traceroute,316,ຜົນລັບສຳລັບ traceroute,317,gnome-nettool,po/lo.po
Traceroute output,320,ຜົນລັບຂອງ Traceroute,321,gnome-nettool,po/lo.po
Enter the network address to trace a route to. For example: www.domain.com or 192.168.2.1,324,ປ້ອນທີ່ຢູ່ຂອງເຄື່ອຂາຍເພື່ອ trace ໄປຫາ route. ຕົວຢ່າງ: www.domain.com ຫລື 192.168.2.1,326,gnome-nettool,po/lo.po
Enter the network address to scan for open ports. For example: www.domain.com or 192.168.2.1,333,ປ້ອນທີ່ຢູ່ຂອງເຄື່ອຂາຍເພື່ອສະແກນພອດທີ່ເປີດຢູ່. ຕົວຢ່າງ: www.domain.com ຫລື 192.168.2.1,335,gnome-nettool,po/lo.po
Scan,338,ສະແກນ,339,gnome-nettool,po/lo.po
Output for port scan,342,ຜົນລັບສຳລັບການສະແກນພອດ,343,gnome-nettool,po/lo.po
Port scan output,346,ຜົນລັບຂອງການສະແກນພອດ,347,gnome-nettool,po/lo.po
Port Scan,350,ສະແກນພອດ,351,gnome-nettool,po/lo.po
_Information type:,354,_ປະເພດຂອງຂໍ້ມູນ:,355,gnome-nettool,po/lo.po
Enter the domain to lookup. For example: domain.com or ftp.domain.com.,358,ປ້ອນໂດເມນເພື່ອ lookup. ຕົວຢ່າງ domain.com ຫລື ftp.domain.com.,359,gnome-nettool,po/lo.po
Output for lookup,366,ຜົນລັບສຳລັບ Lookup,367,gnome-nettool,po/lo.po
Lookup output,370,ຜົນລັບຂອງ Lookup,371,gnome-nettool,po/lo.po
Enter the network address to finger that user. For example: www.domain.com or 192.168.2.1,374,ປ້ອນທີ່ຢູ່ຂອງເຄື່ອຂາຍເພື່ອ finger ໄປຫາຜູ້ໃຊ້ນັ້ນ. ຕົວຢ່າງ: www.domain.com ຫລື 192.168.2.1,376,gnome-nettool,po/lo.po
Enter the user to finger,379,ປ້ອນຊື່ຜູ້ໃຊ້ເພື່ອ finger,380,gnome-nettool,po/lo.po
User name,383,ຊື່ຜູ້ໃຊ້,384,gnome-nettool,po/lo.po
_Username:,387,_ຊື່ຜູ້ໃຊ້:,388,gnome-nettool,po/lo.po
Output for finger,395,ຜົນລັບສຳລັບ Finger,396,gnome-nettool,po/lo.po
Finger output,399,ຜົນລັບຂອງ Finger,400,gnome-nettool,po/lo.po
_Domain address:,403,_ທີ່ຢູ່ໂດເມນ:,404,gnome-nettool,po/lo.po
