Enabled,values/strings.xml,39,Enabled,values-en-rCA/strings.xml,35,device/google/atv,libraries/BluetoothServices/res
Disabled,values/strings.xml,40,Disabled,values-en-rCA/strings.xml,36,device/google/atv,libraries/BluetoothServices/res
Battery level,values/strings.xml,42,Battery level,values-en-rCA/strings.xml,37,device/google/atv,libraries/BluetoothServices/res
%1$d%%,values/strings.xml,44,%1$d%%,values-en-rCA/strings.xml,38,device/google/atv,libraries/BluetoothServices/res
Firmware,values/strings.xml,45,Firmware,values-en-rCA/strings.xml,39,device/google/atv,libraries/BluetoothServices/res
Bluetooth address,values/strings.xml,46,Bluetooth address,values-en-rCA/strings.xml,40,device/google/atv,libraries/BluetoothServices/res
Please replace battery,values/strings.xml,48,Please replace battery,values-en-rCA/strings.xml,41,device/google/atv,libraries/BluetoothServices/res
Low battery,values/strings.xml,49,Low battery,values-en-rCA/strings.xml,42,device/google/atv,libraries/BluetoothServices/res
Connected Devices,values/strings.xml,52,Connected devices,values-en-rCA/strings.xml,43,device/google/atv,libraries/BluetoothServices/res
Remotes & Accessories,values/strings.xml,54,Remotes and accessories,values-en-rCA/strings.xml,44,device/google/atv,libraries/BluetoothServices/res
Update your remote,values/strings.xml,56,Update your remote,values-en-rCA/strings.xml,45,device/google/atv,libraries/BluetoothServices/res
Ready to install,values/strings.xml,57,Ready to install,values-en-rCA/strings.xml,46,device/google/atv,libraries/BluetoothServices/res
UPDATE,values/strings.xml,58,UPDATE,values-en-rCA/strings.xml,47,device/google/atv,libraries/BluetoothServices/res
DISMISS,values/strings.xml,59,DISMISS,values-en-rCA/strings.xml,48,device/google/atv,libraries/BluetoothServices/res
Remote battery low,values/strings.xml,63,Remote battery low,values-en-rCA/strings.xml,49,device/google/atv,libraries/BluetoothServices/res
Replace battery soon,values/strings.xml,64,Replace battery soon,values-en-rCA/strings.xml,50,device/google/atv,libraries/BluetoothServices/res
Remote battery almost empty,values/strings.xml,65,Remote battery almost empty,values-en-rCA/strings.xml,51,device/google/atv,libraries/BluetoothServices/res
Replace battery soon,values/strings.xml,66,Replace battery soon,values-en-rCA/strings.xml,52,device/google/atv,libraries/BluetoothServices/res
Remote battery empty,values/strings.xml,67,Remote battery empty,values-en-rCA/strings.xml,53,device/google/atv,libraries/BluetoothServices/res
Replace battery to use remote,values/strings.xml,68,Replace battery to use remote,values-en-rCA/strings.xml,54,device/google/atv,libraries/BluetoothServices/res
Yes,values/strings.xml,72,Yes,values-en-rCA/strings.xml,55,device/google/atv,libraries/BluetoothServices/res
No,values/strings.xml,73,No,values-en-rCA/strings.xml,56,device/google/atv,libraries/BluetoothServices/res
Disconnect from %1$s,values/strings.xml,75,Disconnect from %1$s,values-en-rCA/strings.xml,57,device/google/atv,libraries/BluetoothServices/res
Connect to %1$s,values/strings.xml,76,Connect to %1$s,values-en-rCA/strings.xml,58,device/google/atv,libraries/BluetoothServices/res
Forget %1$s,values/strings.xml,77,Forget %1$s,values-en-rCA/strings.xml,59,device/google/atv,libraries/BluetoothServices/res
Rename your connected device,values/strings.xml,78,Rename your connected device,values-en-rCA/strings.xml,60,device/google/atv,libraries/BluetoothServices/res
HDMI-CEC,values/strings.xml,80,HDMI-CEC,values-en-rCA/strings.xml,61,device/google/atv,libraries/BluetoothServices/res
Enable HDMI-CEC,values/strings.xml,81,Enable HDMI-CEC,values-en-rCA/strings.xml,62,device/google/atv,libraries/BluetoothServices/res
"HDMI-CEC allows you to control and automatically turn on/off other HDMI-CEC enabled devices with a single remote control.\n\nNote: Ensure HDMI-CEC is enabled on your TV and other HDMI devices. Manufacturers often have different names for HDMI-CEC, for example:",values/strings.xml,82,"HDMI-CEC allows you to control and automatically turn on/off other HDMI-CEC enabled devices with a single remote control.\n\nNote: Ensure that HDMI-CEC is enabled on your TV and other HDMI devices. Manufacturers often have different names for HDMI-CEC, for example:",values-en-rCA/strings.xml,63,device/google/atv,libraries/BluetoothServices/res
Samsung: Anynet+\nLG: SimpLink\nSony: BRAVIA Sync\nPhilips: EasyLink\nSharp: Aquos Link,values/strings.xml,83,Samsung: Anynet+\nLG: SimpLink\nSony: BRAVIA Sync\nPhilips: EasyLink\nSharp: Aquos Link,values-en-rCA/strings.xml,64,device/google/atv,libraries/BluetoothServices/res
Set up remote buttons,values/strings.xml,85,Set up remote buttons,values-en-rCA/strings.xml,65,device/google/atv,libraries/BluetoothServices/res
"Control volume, power, input on TVs, receivers and soundbars",values/strings.xml,86,"Control volume, power, input on TVs, receivers and soundbars",values-en-rCA/strings.xml,66,device/google/atv,libraries/BluetoothServices/res
Battery level: %1$s,values/strings.xml,88,Battery level: %1$s,values-en-rCA/strings.xml,67,device/google/atv,libraries/BluetoothServices/res
Accessories,values/strings.xml,89,Accessories,values-en-rCA/strings.xml,68,device/google/atv,libraries/BluetoothServices/res
Remote Control,values/strings.xml,91,Remote control,values-en-rCA/strings.xml,69,device/google/atv,libraries/BluetoothServices/res
Connected,values/strings.xml,92,Connected,values-en-rCA/strings.xml,70,device/google/atv,libraries/BluetoothServices/res
Previously connected,values/strings.xml,93,Previously connected,values-en-rCA/strings.xml,71,device/google/atv,libraries/BluetoothServices/res
Pair remote or accessory,values/strings.xml,95,Pair remote or accessory,values-en-rCA/strings.xml,72,device/google/atv,libraries/BluetoothServices/res
Disconnect,values/strings.xml,97,Disconnect,values-en-rCA/strings.xml,73,device/google/atv,libraries/BluetoothServices/res
Connect,values/strings.xml,98,Connect,values-en-rCA/strings.xml,74,device/google/atv,libraries/BluetoothServices/res
Rename,values/strings.xml,99,Rename,values-en-rCA/strings.xml,75,device/google/atv,libraries/BluetoothServices/res
Forget,values/strings.xml,100,Forget,values-en-rCA/strings.xml,76,device/google/atv,libraries/BluetoothServices/res
Connected,values/strings.xml,103,Connected,values-en-rCA/strings.xml,77,device/google/atv,libraries/BluetoothServices/res
Disconnected,values/strings.xml,105,Disconnected,values-en-rCA/strings.xml,78,device/google/atv,libraries/BluetoothServices/res
Device control,values/strings.xml,107,Device control,values-en-rCA/strings.xml,79,device/google/atv,libraries/BluetoothServices/res
Connect new device,values/strings.xml,109,Connect new device,values-en-rCA/strings.xml,80,device/google/atv,libraries/BluetoothServices/res
"Before connecting new Bluetooth devices, make sure they're in pairing mode. To connect %1$s, press and hold %2$s + %3$s for 3 seconds.",values/strings.xml,110,"Before connecting new Bluetooth devices, make sure that they're in pairing mode. To connect %1$s, press and hold %2$s + %3$s for 3 seconds.",values-en-rCA/strings.xml,81,device/google/atv,libraries/BluetoothServices/res
an Android TV remote,values/strings.xml,111,an Android TV remote,values-en-rCA/strings.xml,82,device/google/atv,libraries/BluetoothServices/res
Available devices,values/strings.xml,112,Available devices,values-en-rCA/strings.xml,83,device/google/atv,libraries/BluetoothServices/res
Looking for devices…,values/strings.xml,113,Looking for devices…,values-en-rCA/strings.xml,84,device/google/atv,libraries/BluetoothServices/res
Error,values/strings.xml,114,Error,values-en-rCA/strings.xml,85,device/google/atv,libraries/BluetoothServices/res
Connecting…,values/strings.xml,115,Connecting…,values-en-rCA/strings.xml,86,device/google/atv,libraries/BluetoothServices/res
Connected,values/strings.xml,116,Connected,values-en-rCA/strings.xml,87,device/google/atv,libraries/BluetoothServices/res
Cancelled,values/strings.xml,117,Cancelled,values-en-rCA/strings.xml,88,device/google/atv,libraries/BluetoothServices/res
%1$s failed to connect,values/strings.xml,119,%1$s failed to connect,values-en-rCA/strings.xml,89,device/google/atv,libraries/BluetoothServices/res
%1$s connected,values/strings.xml,120,%1$s connected,values-en-rCA/strings.xml,90,device/google/atv,libraries/BluetoothServices/res
%1$s disconnected,values/strings.xml,121,%1$s disconnected,values-en-rCA/strings.xml,91,device/google/atv,libraries/BluetoothServices/res
" You have held both the back and down buttons for three seconds to use %1$s.\n\n To enable %1$s now, hold the back and down buttons for three seconds again. Use this shortcut anytime to enable or disable %1$s.\n\n You can adjust your preferences in Settings > System > Accessibility. ",values/strings.xml,21,"You have held both the back and down buttons for three seconds to use %1$s.\n\n To enable %1$s now, hold the back and down buttons for three seconds again. Use this shortcut at any time to enable or disable %1$s.\n\n You can adjust your preferences in Settings > System > Accessibility.",values-en-rCA/strings.xml,19,device/google/atv,overlay/TvFrameworkOverlay/res
" When the shortcut is on, pressing both the back and down buttons for 3 seconds will start an accessibility feature.\n\n Current accessibility feature:\n %1$s\n\n You can change the feature in Settings > Accessibility. ",values/strings.xml,35,"When the shortcut is on, pressing both the back and down buttons for three seconds will start an accessibility feature.\n\n Current accessibility feature:\n %1$s\n\n You can change the feature in Settings > Accessibility.",values-en-rCA/strings.xml,20,device/google/atv,overlay/TvFrameworkOverlay/res
 Held back and down buttons. %1$s turned on. ,values/strings.xml,44,Held back and down buttons. %1$s turned on.,values-en-rCA/strings.xml,21,device/google/atv,overlay/TvFrameworkOverlay/res
 Held back and down buttons. %1$s turned off. ,values/strings.xml,51,Held back and down buttons. %1$s turned off.,values-en-rCA/strings.xml,22,device/google/atv,overlay/TvFrameworkOverlay/res
" You have held both the back and down buttons for three seconds to use %1$s. To enable %1$s now, hold the back and down buttons for three seconds again. Use this shortcut anytime to enable or disable %1$s. ",values/strings.xml,60,"You have held both the back and down buttons for three seconds to use %1$s. To enable %1$s now, hold the back and down buttons for three seconds again. Use this shortcut at any time to enable or disable %1$s.",values-en-rCA/strings.xml,23,device/google/atv,overlay/TvFrameworkOverlay/res
" You have held both the back and down buttons for three seconds to use %1$s.\n\n To enable %1$s now, hold the back and down buttons for three seconds again.\n Use this shortcut anytime to enable or disable %1$s.\n\n You can adjust your preferences in Settings > System > Accessibility. ",values/strings.xml,72,"You have held both the back and down buttons for three seconds to use %1$s.\n\n To enable %1$s now, hold the back and down buttons for three seconds again.\n Use this shortcut at any time to enable or disable %1$s.\n\n You can adjust your preferences in Settings > System > Accessibility.",values-en-rCA/strings.xml,24,device/google/atv,overlay/TvFrameworkOverlay/res
Not now,values/strings.xml,85,Not now,values-en-rCA/strings.xml,25,device/google/atv,overlay/TvFrameworkOverlay/res
Turn on now,values/strings.xml,89,Turn on now,values-en-rCA/strings.xml,26,device/google/atv,overlay/TvFrameworkOverlay/res
Sprint,values/strings.xml,19,Sprint,values-en-rCA/strings.xml,20,device/google/gs101,overlay-vendor/vendor/google/apps/SetupWizard/res
"The SIM card tray is located on the bottom left edge of your phone.\n\nUse the SIM ejection tool that comes with your phone to eject the tray and insert a nano SIM card.\n\nOnce you insert your SIM card, it may take a few seconds to activate.",values/strings.xml,22,"The SIM card tray is located on the bottom-left edge of your phone.\n\nUse the SIM ejection tool that comes with your phone to eject the tray and insert a nano SIM card.\n\nOnce you insert your SIM card, it may take a few seconds to activate.",values-en-rCA/strings.xml,21,device/google/gs101,overlay-vendor/vendor/google/apps/SetupWizard/res
B,values/strings.xml,22,B,values-en-rCA/strings.xml,23,frameworks/base,core/res/res
%1$s %2$s,values/strings.xml,27,%1$s %2$s,values-en-rCA/strings.xml,24,frameworks/base,core/res/res
<Untitled>,values/strings.xml,31,<Untitled>,values-en-rCA/strings.xml,25,frameworks/base,core/res/res
(No phone number),values/strings.xml,34,(No phone number),values-en-rCA/strings.xml,26,frameworks/base,core/res/res
Unknown,values/strings.xml,37,Unknown,values-en-rCA/strings.xml,27,frameworks/base,core/res/res
Voicemail,values/strings.xml,40,Voicemail,values-en-rCA/strings.xml,28,frameworks/base,core/res/res
MSISDN1,values/strings.xml,43,MSISDN1,values-en-rCA/strings.xml,29,frameworks/base,core/res/res
Connection problem or invalid MMI code.,values/strings.xml,48,Connection problem or invalid MMI code.,values-en-rCA/strings.xml,30,frameworks/base,core/res/res
Operation is restricted to fixed dialing numbers only.,values/strings.xml,51,Operation is restricted to fixed dialling numbers only.,values-en-rCA/strings.xml,31,frameworks/base,core/res/res
Can not change call forwarding settings from your phone while you are roaming.,values/strings.xml,53,Cannot change call forwarding settings from your phone while you are roaming.,values-en-rCA/strings.xml,32,frameworks/base,core/res/res
Service was enabled.,values/strings.xml,68,Service was enabled.,values-en-rCA/strings.xml,33,frameworks/base,core/res/res
Service was enabled for:,values/strings.xml,81,Service was enabled for:,values-en-rCA/strings.xml,34,frameworks/base,core/res/res
Service has been disabled.,values/strings.xml,94,Service has been disabled.,values-en-rCA/strings.xml,35,frameworks/base,core/res/res
Registration was successful.,values/strings.xml,108,Registration was successful.,values-en-rCA/strings.xml,36,frameworks/base,core/res/res
Erasure was successful.,values/strings.xml,123,Erase successful.,values-en-rCA/strings.xml,37,frameworks/base,core/res/res
Incorrect password.,values/strings.xml,125,Incorrect password.,values-en-rCA/strings.xml,38,frameworks/base,core/res/res
MMI complete.,values/strings.xml,127,MMI complete.,values-en-rCA/strings.xml,39,frameworks/base,core/res/res
The old PIN you typed isn't correct.,values/strings.xml,129,The old PIN that you typed is incorrect.,values-en-rCA/strings.xml,40,frameworks/base,core/res/res
The PUK you typed isn't correct.,values/strings.xml,131,The PUK that you typed isn't correct.,values-en-rCA/strings.xml,41,frameworks/base,core/res/res
The PINs you typed don't match.,values/strings.xml,133,The PINs that you typed don't match.,values-en-rCA/strings.xml,42,frameworks/base,core/res/res
Type a PIN that is 4 to 8 numbers.,values/strings.xml,135,Type a PIN that is 4 to 8 numbers.,values-en-rCA/strings.xml,43,frameworks/base,core/res/res
Type a PUK that is 8 numbers or longer.,values/strings.xml,137,Type a PUK that is 8 numbers or longer.,values-en-rCA/strings.xml,44,frameworks/base,core/res/res
Your SIM card is PUK-locked. Type the PUK code to unlock it.,values/strings.xml,140,Your SIM card is PUK-locked. Type the PUK code to unlock it.,values-en-rCA/strings.xml,45,frameworks/base,core/res/res
Type PUK2 to unblock SIM card.,values/strings.xml,141,Type PUK2 to unblock SIM card.,values-en-rCA/strings.xml,46,frameworks/base,core/res/res
"Unsuccessful, enable SIM/RUIM Lock.",values/strings.xml,143,"Unsuccessful, enable SIM/RUIM Lock.",values-en-rCA/strings.xml,47,frameworks/base,core/res/res
You have %d remaining attempts before SIM is locked.,values/strings.xml,147,You have %d remaining attempts before SIM is locked.,values-en-rCA/strings.xml,49,frameworks/base,core/res/res
You have %d remaining attempt before SIM is locked.,values/strings.xml,146,You have %d remaining attempt before SIM is locked.,values-en-rCA/strings.xml,50,frameworks/base,core/res/res
IMEI,values/strings.xml,150,IMEI,values-en-rCA/strings.xml,52,frameworks/base,core/res/res
MEID,values/strings.xml,154,MEID,values-en-rCA/strings.xml,53,frameworks/base,core/res/res
Incoming Caller ID,values/strings.xml,158,Incoming Caller ID,values-en-rCA/strings.xml,54,frameworks/base,core/res/res
Hide Outgoing Caller ID,values/strings.xml,161,Hide outgoing caller ID,values-en-rCA/strings.xml,55,frameworks/base,core/res/res
Connected Line ID,values/strings.xml,164,Connected Line ID,values-en-rCA/strings.xml,56,frameworks/base,core/res/res
Connected Line ID Restriction,values/strings.xml,167,Connected Line ID Restriction,values-en-rCA/strings.xml,57,frameworks/base,core/res/res
Call forwarding,values/strings.xml,170,Call forwarding,values-en-rCA/strings.xml,58,frameworks/base,core/res/res
Call waiting,values/strings.xml,173,Call waiting,values-en-rCA/strings.xml,59,frameworks/base,core/res/res
Call barring,values/strings.xml,176,Call barring,values-en-rCA/strings.xml,60,frameworks/base,core/res/res
Password change,values/strings.xml,179,Password change,values-en-rCA/strings.xml,61,frameworks/base,core/res/res
PIN change,values/strings.xml,182,PIN change,values-en-rCA/strings.xml,62,frameworks/base,core/res/res
Calling number present,values/strings.xml,183,Calling number present,values-en-rCA/strings.xml,63,frameworks/base,core/res/res
Calling number restricted,values/strings.xml,184,Calling number restricted,values-en-rCA/strings.xml,64,frameworks/base,core/res/res
Three way calling,values/strings.xml,185,Three-way calling,values-en-rCA/strings.xml,65,frameworks/base,core/res/res
Rejection of undesired annoying calls,values/strings.xml,186,Rejection of undesired annoying calls,values-en-rCA/strings.xml,66,frameworks/base,core/res/res
Calling number delivery,values/strings.xml,187,Calling number delivery,values-en-rCA/strings.xml,67,frameworks/base,core/res/res
Do not disturb,values/strings.xml,188,Do not disturb,values-en-rCA/strings.xml,68,frameworks/base,core/res/res
Caller ID defaults to restricted. Next call: Restricted,values/strings.xml,191,Caller ID defaults to restricted. Next call: Restricted,values-en-rCA/strings.xml,69,frameworks/base,core/res/res
Caller ID defaults to restricted. Next call: Not restricted,values/strings.xml,193,Caller ID defaults to restricted. Next call: Not restricted,values-en-rCA/strings.xml,70,frameworks/base,core/res/res
Caller ID defaults to not restricted. Next call: Restricted,values/strings.xml,195,Caller ID defaults to not restricted. Next call: Restricted,values-en-rCA/strings.xml,71,frameworks/base,core/res/res
Caller ID defaults to not restricted. Next call: Not restricted,values/strings.xml,197,Caller ID defaults to not restricted. Next call: Not restricted,values-en-rCA/strings.xml,72,frameworks/base,core/res/res
Service not provisioned.,values/strings.xml,201,Service not provisioned.,values-en-rCA/strings.xml,73,frameworks/base,core/res/res
You can't change the caller ID setting.,values/strings.xml,203,You can't change the caller ID setting.,values-en-rCA/strings.xml,74,frameworks/base,core/res/res
No mobile data service,values/strings.xml,206,No mobile data service,values-en-rCA/strings.xml,75,frameworks/base,core/res/res
Emergency calling unavailable,values/strings.xml,208,Emergency calling unavailable,values-en-rCA/strings.xml,76,frameworks/base,core/res/res
No voice service,values/strings.xml,210,No voice service,values-en-rCA/strings.xml,77,frameworks/base,core/res/res
No voice service or emergency calling,values/strings.xml,212,No voice service or emergency calling,values-en-rCA/strings.xml,78,frameworks/base,core/res/res
Temporarily turned off by your carrier,values/strings.xml,215,Temporarily turned off by your carrier,values-en-rCA/strings.xml,79,frameworks/base,core/res/res
Temporarily turned off by your carrier for SIM %d,values/strings.xml,218,Temporarily turned off by your carrier for SIM %d,values-en-rCA/strings.xml,80,frameworks/base,core/res/res
Can\u2019t reach mobile network,values/strings.xml,221,Can’t reach mobile network,values-en-rCA/strings.xml,81,frameworks/base,core/res/res
Try changing preferred network. Tap to change.,values/strings.xml,223,Try changing preferred network. Tap to change.,values-en-rCA/strings.xml,82,frameworks/base,core/res/res
Emergency calls may be unavailable,values/strings.xml,225,Emergency calls may be unavailable,values-en-rCA/strings.xml,83,frameworks/base,core/res/res
%s doesn't support emergency calls over Wi-Fi. Tap for details.,values/strings.xml,227,%s doesn't support emergency calls over Wi-Fi. Tap for details.,values-en-rCA/strings.xml,84,frameworks/base,core/res/res
Alerts,values/strings.xml,230,Alerts,values-en-rCA/strings.xml,85,frameworks/base,core/res/res
Call forwarding,values/strings.xml,232,Call forwarding,values-en-rCA/strings.xml,86,frameworks/base,core/res/res
Emergency callback mode,values/strings.xml,234,Emergency callback mode,values-en-rCA/strings.xml,87,frameworks/base,core/res/res
Mobile data status,values/strings.xml,236,Mobile data status,values-en-rCA/strings.xml,88,frameworks/base,core/res/res
SMS messages,values/strings.xml,238,SMS messages,values-en-rCA/strings.xml,89,frameworks/base,core/res/res
Voicemail messages,values/strings.xml,240,Voicemail messages,values-en-rCA/strings.xml,90,frameworks/base,core/res/res
Wi-Fi calling,values/strings.xml,242,Wi-Fi Calling,values-en-rCA/strings.xml,91,frameworks/base,core/res/res
SIM status,values/strings.xml,244,SIM status,values-en-rCA/strings.xml,92,frameworks/base,core/res/res
High priority SIM status,values/strings.xml,246,High priority SIM status,values-en-rCA/strings.xml,93,frameworks/base,core/res/res
Peer requested TTY Mode FULL,values/strings.xml,250,Peer requested TTY Mode FULL,values-en-rCA/strings.xml,94,frameworks/base,core/res/res
Peer requested TTY Mode HCO,values/strings.xml,251,Peer requested TTY Mode HCO,values-en-rCA/strings.xml,95,frameworks/base,core/res/res
Peer requested TTY Mode VCO,values/strings.xml,252,Peer requested TTY Mode VCO,values-en-rCA/strings.xml,96,frameworks/base,core/res/res
Peer requested TTY Mode OFF,values/strings.xml,253,Peer requested TTY Mode OFF,values-en-rCA/strings.xml,97,frameworks/base,core/res/res
Voice,values/strings.xml,258,Voice,values-en-rCA/strings.xml,98,frameworks/base,core/res/res
Data,values/strings.xml,261,Data,values-en-rCA/strings.xml,99,frameworks/base,core/res/res
FAX,values/strings.xml,264,FAX,values-en-rCA/strings.xml,100,frameworks/base,core/res/res
SMS,values/strings.xml,267,SMS,values-en-rCA/strings.xml,101,frameworks/base,core/res/res
Async,values/strings.xml,270,Async,values-en-rCA/strings.xml,102,frameworks/base,core/res/res
Sync,values/strings.xml,273,Sync,values-en-rCA/strings.xml,103,frameworks/base,core/res/res
Packet,values/strings.xml,276,Packet,values-en-rCA/strings.xml,104,frameworks/base,core/res/res
PAD,values/strings.xml,279,PAD,values-en-rCA/strings.xml,105,frameworks/base,core/res/res
Roaming Indicator On,values/strings.xml,283,Roaming Indicator On,values-en-rCA/strings.xml,106,frameworks/base,core/res/res
Roaming Indicator Off,values/strings.xml,284,Roaming Indicator Off,values-en-rCA/strings.xml,107,frameworks/base,core/res/res
Roaming Indicator Flashing,values/strings.xml,285,Roaming Indicator Flashing,values-en-rCA/strings.xml,108,frameworks/base,core/res/res
Out of Neighborhood,values/strings.xml,286,Out of local area,values-en-rCA/strings.xml,109,frameworks/base,core/res/res
Out of Building,values/strings.xml,287,Out of Building,values-en-rCA/strings.xml,110,frameworks/base,core/res/res
Roaming - Preferred System,values/strings.xml,288,Roaming - Preferred System,values-en-rCA/strings.xml,111,frameworks/base,core/res/res
Roaming - Available System,values/strings.xml,289,Roaming - Available System,values-en-rCA/strings.xml,112,frameworks/base,core/res/res
Roaming - Alliance Partner,values/strings.xml,290,Roaming - Alliance Partner,values-en-rCA/strings.xml,113,frameworks/base,core/res/res
Roaming - Premium Partner,values/strings.xml,291,Roaming - Premium Partner,values-en-rCA/strings.xml,114,frameworks/base,core/res/res
Roaming - Full Service Functionality,values/strings.xml,292,Roaming - Full Service Functionality,values-en-rCA/strings.xml,115,frameworks/base,core/res/res
Roaming - Partial Service Functionality,values/strings.xml,293,Roaming - Partial Service Functionality,values-en-rCA/strings.xml,116,frameworks/base,core/res/res
Roaming Banner On,values/strings.xml,294,Roaming Banner On,values-en-rCA/strings.xml,117,frameworks/base,core/res/res
Roaming Banner Off,values/strings.xml,295,Roaming Banner Off,values-en-rCA/strings.xml,118,frameworks/base,core/res/res
Searching for Service,values/strings.xml,296,Searching for Service,values-en-rCA/strings.xml,119,frameworks/base,core/res/res
