Block number,values/strings.xml,329,Blokkér nummeret,values-no/strings.xml,83,packages/apps/Dialer,java/com/android/dialer/app/res
No one is on your speed dial yet,values/strings.xml,332,Du har ingen på hurtigoppringning ennå,values-no/strings.xml,84,packages/apps/Dialer,java/com/android/dialer/app/res
Add a favorite,values/strings.xml,335,Legg til en favoritt,values-no/strings.xml,85,packages/apps/Dialer,java/com/android/dialer/app/res
Remove,values/strings.xml,338,Fjern,values-no/strings.xml,86,packages/apps/Dialer,java/com/android/dialer/app/res
Select all,values/strings.xml,341,Velg alle,values-no/strings.xml,87,packages/apps/Dialer,java/com/android/dialer/app/res
Video call,values/strings.xml,346,Videoanrop,values-no/strings.xml,88,packages/apps/Dialer,java/com/android/dialer/app/res
Set up video calling,values/strings.xml,351,Konfigurer videoanrop,values-no/strings.xml,89,packages/apps/Dialer,java/com/android/dialer/app/res
Invite to video call,values/strings.xml,356,Inviter til videosamtale,values-no/strings.xml,90,packages/apps/Dialer,java/com/android/dialer/app/res
Send a message,values/strings.xml,361,Send en melding,values-no/strings.xml,91,packages/apps/Dialer,java/com/android/dialer/app/res
Call details,values/strings.xml,366,Samtaleinformasjon,values-no/strings.xml,92,packages/apps/Dialer,java/com/android/dialer/app/res
Send to …,values/strings.xml,370,Send til …,values-no/strings.xml,93,packages/apps/Dialer,java/com/android/dialer/app/res
 Call ^1 ,values/strings.xml,374,Ring ^1,values-no/strings.xml,94,packages/apps/Dialer,java/com/android/dialer/app/res
"Missed call from ^1, ^2, ^3, ^4.",values/strings.xml,381,"Ubesvart anrop fra ^1, ^2, ^3, ^4.",values-no/strings.xml,95,packages/apps/Dialer,java/com/android/dialer/app/res
"Answered call from ^1, ^2, ^3, ^4.",values/strings.xml,386,"Besvart anrop fra ^1, ^2, ^3, ^4.",values-no/strings.xml,96,packages/apps/Dialer,java/com/android/dialer/app/res
"Unread voicemail from ^1, ^2, ^3, ^4.",values/strings.xml,391,"Ulest talepost fra ^1, ^2, ^3, ^4.",values-no/strings.xml,97,packages/apps/Dialer,java/com/android/dialer/app/res
"Voicemail from ^1, ^2, ^3, ^4.",values/strings.xml,396,"Talepost fra ^1, ^2, ^3, ^4.",values-no/strings.xml,98,packages/apps/Dialer,java/com/android/dialer/app/res
"Call to ^1, ^2, ^3, ^4.",values/strings.xml,401,"Ring til ^1, ^2, ^3, ^4.",values-no/strings.xml,99,packages/apps/Dialer,java/com/android/dialer/app/res
via %1$s,values/strings.xml,405,via %1$s,values-no/strings.xml,100,packages/apps/Dialer,java/com/android/dialer/app/res
%1$s via %2$s,values/strings.xml,410,%1$s via %2$s,values-no/strings.xml,101,packages/apps/Dialer,java/com/android/dialer/app/res
 Call ^1 ,values/strings.xml,416,Ring ^1,values-no/strings.xml,102,packages/apps/Dialer,java/com/android/dialer/app/res
 Video call ^1. ,values/strings.xml,424,Start videoanrop med ^1.,values-no/strings.xml,103,packages/apps/Dialer,java/com/android/dialer/app/res
 Listen to voicemail from ^1 ,values/strings.xml,433,Lytt til talepostkasse fra ^1,values-no/strings.xml,104,packages/apps/Dialer,java/com/android/dialer/app/res
 Create contact for ^1 ,values/strings.xml,439,Opprett kontakt for ^1,values-no/strings.xml,105,packages/apps/Dialer,java/com/android/dialer/app/res
 Add ^1 to existing contact ,values/strings.xml,446,Legg ^1 til en eksisterende kontakt,values-no/strings.xml,106,packages/apps/Dialer,java/com/android/dialer/app/res
 Call details for ^1 ,values/strings.xml,454,Samtaledetaljer for ^1,values-no/strings.xml,107,packages/apps/Dialer,java/com/android/dialer/app/res
Today,values/strings.xml,460,I dag,values-no/strings.xml,108,packages/apps/Dialer,java/com/android/dialer/app/res
Yesterday,values/strings.xml,464,I går,values-no/strings.xml,109,packages/apps/Dialer,java/com/android/dialer/app/res
Older,values/strings.xml,468,Eldre,values-no/strings.xml,110,packages/apps/Dialer,java/com/android/dialer/app/res
Turn speaker on.,values/strings.xml,475,Slå på høyttaleren.,values-no/strings.xml,111,packages/apps/Dialer,java/com/android/dialer/app/res
Turn speaker off.,values/strings.xml,482,Slå av høyttaleren.,values-no/strings.xml,112,packages/apps/Dialer,java/com/android/dialer/app/res
Start or pause playback.,values/strings.xml,488,Start eller stopp avspillingen.,values-no/strings.xml,113,packages/apps/Dialer,java/com/android/dialer/app/res
Display options,values/strings.xml,494,Visningsalternativer,values-no/strings.xml,114,packages/apps/Dialer,java/com/android/dialer/app/res
Sounds and vibration,values/strings.xml,498,Lyder og vibrasjon,values-no/strings.xml,115,packages/apps/Dialer,java/com/android/dialer/app/res
Accessibility,values/strings.xml,502,Tilgjengelighet,values-no/strings.xml,116,packages/apps/Dialer,java/com/android/dialer/app/res
Phone ringtone,values/strings.xml,505,Telefonringelyd,values-no/strings.xml,117,packages/apps/Dialer,java/com/android/dialer/app/res
"""Also vibrate for calls",values/strings.xml,509,Vibrer også når det ringer,values-no/strings.xml,118,packages/apps/Dialer,java/com/android/dialer/app/res
Keypad tones,values/strings.xml,512,Tastaturlyder,values-no/strings.xml,119,packages/apps/Dialer,java/com/android/dialer/app/res
Keypad tone length,values/strings.xml,514,Lengde på tastaturlyder,values-no/strings.xml,120,packages/apps/Dialer,java/com/android/dialer/app/res
Normal,values/strings.xml,517,Normal,values-no/strings.xml,122,packages/apps/Dialer,java/com/android/dialer/app/res
Long,values/strings.xml,518,Lang,values-no/strings.xml,123,packages/apps/Dialer,java/com/android/dialer/app/res
Quick responses,values/strings.xml,526,Hurtigsvar,values-no/strings.xml,125,packages/apps/Dialer,java/com/android/dialer/app/res
Calls,values/strings.xml,529,Anrop,values-no/strings.xml,126,packages/apps/Dialer,java/com/android/dialer/app/res
Blocked numbers,values/strings.xml,532,Blokkerte numre,values-no/strings.xml,127,packages/apps/Dialer,java/com/android/dialer/app/res
Voicemail,values/strings.xml,535,Talepost,values-no/strings.xml,128,packages/apps/Dialer,java/com/android/dialer/app/res
 Call blocking temporarily off ,values/strings.xml,539,Blokkering av anrop er midlertidig slått av,values-no/strings.xml,129,packages/apps/Dialer,java/com/android/dialer/app/res
 Call blocking has been disabled because you contacted emergency services from this phone within the last 48 hours. It will be automatically reenabled once the 48 hour period expires. ,values/strings.xml,546,Blokkering av anrop er slått av fordi du kontaktet nødtjenester fra denne telefonen i løpet av de siste 48 timene. Funksjonen blir automatisk slått på igjen når perioden på 48 timer er utløpt.,values-no/strings.xml,130,packages/apps/Dialer,java/com/android/dialer/app/res
Import numbers,values/strings.xml,554,Importér numre,values-no/strings.xml,131,packages/apps/Dialer,java/com/android/dialer/app/res
 You previously marked some callers to be automatically sent to voicemail via other apps. ,values/strings.xml,559,Du markerte tidligere noen anropere for automatisk overføring til talepost via andre apper.,values-no/strings.xml,132,packages/apps/Dialer,java/com/android/dialer/app/res
View Numbers,values/strings.xml,565,Se numre,values-no/strings.xml,133,packages/apps/Dialer,java/com/android/dialer/app/res
Import,values/strings.xml,569,Importér,values-no/strings.xml,134,packages/apps/Dialer,java/com/android/dialer/app/res
Unblock number,values/strings.xml,574,Opphev blokkeringen av nummeret,values-no/strings.xml,135,packages/apps/Dialer,java/com/android/dialer/app/res
Add number,values/strings.xml,577,Legg til nummer,values-no/strings.xml,136,packages/apps/Dialer,java/com/android/dialer/app/res
 Calls from these numbers will be blocked and voicemails will be automatically deleted. ,values/strings.xml,581,"Anrop fra disse numrene blokkeres, og talepost blir automatisk slettet.",values-no/strings.xml,137,packages/apps/Dialer,java/com/android/dialer/app/res
" Calls from these numbers will be blocked, but they may still be able to leave you voicemails. ",values/strings.xml,587,"Anrop fra dette nummeret blokkeres, men du kan fortsatt motta talepost.",values-no/strings.xml,138,packages/apps/Dialer,java/com/android/dialer/app/res
Blocked numbers,values/strings.xml,592,Blokkerte numre,values-no/strings.xml,139,packages/apps/Dialer,java/com/android/dialer/app/res
%1$s is already blocked.,values/strings.xml,596,%1$s er allerede blokkert.,values-no/strings.xml,140,packages/apps/Dialer,java/com/android/dialer/app/res
Calling accounts,values/strings.xml,600,Ringekontoer,values-no/strings.xml,141,packages/apps/Dialer,java/com/android/dialer/app/res
"To enable speed dial, turn on the Contacts permission.",values/strings.xml,612,"For å slå på hurtigoppringning, slå på Kontakter-tillatelsen.",values-no/strings.xml,142,packages/apps/Dialer,java/com/android/dialer/app/res
"To see your call log, turn on the Phone permission.",values/strings.xml,615,"For å se samtaleloggen din, slå på Telefon-tillatelsen.",values-no/strings.xml,143,packages/apps/Dialer,java/com/android/dialer/app/res
"To search your contacts, turn on the Contacts permissions.",values/strings.xml,618,"For å søke i kontaktene dine, slå på tillatelser for Kontakter.",values-no/strings.xml,144,packages/apps/Dialer,java/com/android/dialer/app/res
"To place a call, turn on the Phone permission.",values/strings.xml,621,"For å ringe, slå på Telefon-tillatelsen.",values-no/strings.xml,145,packages/apps/Dialer,java/com/android/dialer/app/res
Phone app does not have permission to write to system settings.,values/strings.xml,624,Telefonappen har ikke tillatelse til å skrive til systeminnstillinger.,values-no/strings.xml,146,packages/apps/Dialer,java/com/android/dialer/app/res
Blocked,values/strings.xml,627,Blokkert,values-no/strings.xml,147,packages/apps/Dialer,java/com/android/dialer/app/res
Block/report spam,values/strings.xml,632,Blokkér/rapportér som useriøs,values-no/strings.xml,148,packages/apps/Dialer,java/com/android/dialer/app/res
Block number,values/strings.xml,637,Blokkér nummeret,values-no/strings.xml,149,packages/apps/Dialer,java/com/android/dialer/app/res
Not spam,values/strings.xml,642,Ikke useriøs,values-no/strings.xml,150,packages/apps/Dialer,java/com/android/dialer/app/res
Unblock number,values/strings.xml,647,Opphev blokkeringen av nummeret,values-no/strings.xml,151,packages/apps/Dialer,java/com/android/dialer/app/res
Spam,values/strings.xml,650,Nettsøppel,values-no/strings.xml,152,packages/apps/Dialer,java/com/android/dialer/app/res
%1$s is offline and can't be reached,values/strings.xml,653,%1$s er frakoblet og kan ikke nås,values-no/strings.xml,153,packages/apps/Dialer,java/com/android/dialer/app/res
About,values/strings.xml,656,Om,values-no/strings.xml,154,packages/apps/Dialer,java/com/android/dialer/app/res
Transcribed by Google,values/strings.xml,659,Transkribert av Google,values-no/strings.xml,155,packages/apps/Dialer,java/com/android/dialer/app/res
Transcribing…,values/strings.xml,662,Transkriberer …,values-no/strings.xml,156,packages/apps/Dialer,java/com/android/dialer/app/res
Transcript not available.,values/strings.xml,665,Ingen transkripsjon.,values-no/strings.xml,157,packages/apps/Dialer,java/com/android/dialer/app/res
Transcript not available. Language not supported.,values/strings.xml,669,Ingen transkripsjon. Språket støttes ikke.,values-no/strings.xml,158,packages/apps/Dialer,java/com/android/dialer/app/res
Transcript not available. No speech detected.,values/strings.xml,673,Ingen transkripsjon. Ingen tale ble registrert.,values-no/strings.xml,159,packages/apps/Dialer,java/com/android/dialer/app/res
Help improve transcription accuracy?,values/strings.xml,677,Vil du hjelpe oss med å gjøre transkripsjoner mer nøyaktige?,values-no/strings.xml,160,packages/apps/Dialer,java/com/android/dialer/app/res
 Let Google review this and future voicemail messages with transcripts. They'll be stored anonymously. Change Settings any time. %1$s ,values/strings.xml,681,La Google gå gjennom denne og fremtidige talemeldinger med transkripsjoner. De blir lagret anonymt. Du kan endre innstillingene når som helst. %1$s,values-no/strings.xml,161,packages/apps/Dialer,java/com/android/dialer/app/res
"Yes, I'm in",values/strings.xml,690,"Ja, jeg er med",values-no/strings.xml,162,packages/apps/Dialer,java/com/android/dialer/app/res
No thanks,values/strings.xml,694,Nei takk,values-no/strings.xml,163,packages/apps/Dialer,java/com/android/dialer/app/res
Rate transcription quality,values/strings.xml,698,Vurder transkripsjonskvalitet,values-no/strings.xml,164,packages/apps/Dialer,java/com/android/dialer/app/res
Thanks for your feedback,values/strings.xml,701,Takk for tilbakemeldingen,values-no/strings.xml,165,packages/apps/Dialer,java/com/android/dialer/app/res
Like,values/strings.xml,705,Liker,values-no/strings.xml,166,packages/apps/Dialer,java/com/android/dialer/app/res
Dislike,values/strings.xml,709,Liker ikke,values-no/strings.xml,167,packages/apps/Dialer,java/com/android/dialer/app/res
View,values/strings.xml,712,Se,values-no/strings.xml,168,packages/apps/Dialer,java/com/android/dialer/app/res
Call deleted. View and delete attachments shared during this call in Messages.,values/strings.xml,716,"Anropet er slettet. Se og slett vedleggene som ble delt i denne samtalen, i Meldinger.",values-no/strings.xml,169,packages/apps/Dialer,java/com/android/dialer/app/res
Calls deleted. View and delete attachments shared during calls in Messages.,values/strings.xml,720,"Anropene er slettet. Se og slett vedleggene som ble delt i samtalene, i Meldinger.",values-no/strings.xml,170,packages/apps/Dialer,java/com/android/dialer/app/res
Assisted dialing,values/strings.xml,20,Hjelp med å slå numre,values-no/strings.xml,3,packages/apps/Dialer,java/com/android/dialer/assisteddialing/ui/res
Predict and add a country code when you call while traveling abroad,values/strings.xml,23,Forutsi og legg til landkode når du ringer mens du er utenlands,values-no/strings.xml,4,packages/apps/Dialer,java/com/android/dialer/assisteddialing/ui/res
Automatically detected • %1$s,values/strings.xml,26,Identifisert automatisk • %1$s,values-no/strings.xml,5,packages/apps/Dialer,java/com/android/dialer/assisteddialing/ui/res
Automatically detected,values/strings.xml,29,Identifisert automatisk,values-no/strings.xml,6,packages/apps/Dialer,java/com/android/dialer/assisteddialing/ui/res
Home country,values/strings.xml,32,Hjemland,values-no/strings.xml,7,packages/apps/Dialer,java/com/android/dialer/assisteddialing/ui/res
Default home country,values/strings.xml,35,Standard hjemland,values-no/strings.xml,8,packages/apps/Dialer,java/com/android/dialer/assisteddialing/ui/res
"New, simplified blocking",values/strings.xml,19,"Ny, forenklet blokkering",values-no/strings.xml,2,packages/apps/Dialer,java/com/android/dialer/blocking/res
"To better protect you, Phone needs to change how blocking works. Your blocked numbers will now stop both calls and texts and may be shared with other apps.",values/strings.xml,22,"Telefon-appen endrer innstillingene for blokkering for at du skal være bedre beskyttet. Du mottar verken meldinger eller anrop fra blokkerte numre, og det kan hende at disse numrene blir delt med andre apper.",values-no/strings.xml,3,packages/apps/Dialer,java/com/android/dialer/blocking/res
Allow,values/strings.xml,25,Tillat,values-no/strings.xml,4,packages/apps/Dialer,java/com/android/dialer/blocking/res
 Block%1$s? ,values/strings.xml,32,Vil du blokkere %1$s?,values-no/strings.xml,5,packages/apps/Dialer,java/com/android/dialer/blocking/res
 Calls from this number will be blocked and voicemails will be automatically deleted. ,values/strings.xml,38,"Anrop fra dette nummeret blokkeres, og talepost blir automatisk slettet.",values-no/strings.xml,6,packages/apps/Dialer,java/com/android/dialer/blocking/res
" Calls from this number will be blocked, but the caller may still be able to leave you voicemails. ",values/strings.xml,44,"Anrop fra dette nummeret blokkeres, men den som ringer kan fortsatt legge igjen beskjeder i talepostkassen din.",values-no/strings.xml,7,packages/apps/Dialer,java/com/android/dialer/blocking/res
 You will no longer receive calls or texts from this number. ,values/strings.xml,50,Du kommer ikke lenger til å motta anrop eller SMS-er fra dette nummeret.,values-no/strings.xml,8,packages/apps/Dialer,java/com/android/dialer/blocking/res
BLOCK,values/strings.xml,55,BLOKKÉR,values-no/strings.xml,9,packages/apps/Dialer,java/com/android/dialer/blocking/res
 Unblock%1$s? ,values/strings.xml,58,Vil du oppheve blokkeringen av %1$s?,values-no/strings.xml,10,packages/apps/Dialer,java/com/android/dialer/blocking/res
UNBLOCK,values/strings.xml,63,OPPHEV BLOKKERINGEN,values-no/strings.xml,11,packages/apps/Dialer,java/com/android/dialer/blocking/res
 %1$sis invalid. ,values/strings.xml,67,%1$s er ugyldig.,values-no/strings.xml,12,packages/apps/Dialer,java/com/android/dialer/blocking/res
 %1$s blocked ,values/strings.xml,72,%1$s er blokkert,values-no/strings.xml,13,packages/apps/Dialer,java/com/android/dialer/blocking/res
 %1$sunblocked ,values/strings.xml,77,Blokkeringen av %1$s er opphevet,values-no/strings.xml,14,packages/apps/Dialer,java/com/android/dialer/blocking/res
Import failed,values/strings.xml,82,Importeringen mislyktes,values-no/strings.xml,15,packages/apps/Dialer,java/com/android/dialer/blocking/res
 Call blocking disabled for 48 hours ,values/strings.xml,86,Anropsblokkering er slått av i 48 timer,values-no/strings.xml,16,packages/apps/Dialer,java/com/android/dialer/blocking/res
 Disabled because an emergency call was made. ,values/strings.xml,93,Slått av fordi du foretok et nødanrop.,values-no/strings.xml,17,packages/apps/Dialer,java/com/android/dialer/blocking/res
 Block %1$s? ,values/strings.xml,20,Vil du blokkere %1$s?,values-no/strings.xml,2,packages/apps/Dialer,java/com/android/dialer/blockreportspam/res
 You will no longer receive calls or texts from this number. ,values/strings.xml,26,Du kommer ikke lenger til å motta anrop eller SMS-er fra dette nummeret.,values-no/strings.xml,3,packages/apps/Dialer,java/com/android/dialer/blockreportspam/res
BLOCK,values/strings.xml,31,BLOKKÉR,values-no/strings.xml,4,packages/apps/Dialer,java/com/android/dialer/blockreportspam/res
UNBLOCK,values/strings.xml,34,OPPHEV BLOKKERINGEN,values-no/strings.xml,5,packages/apps/Dialer,java/com/android/dialer/blockreportspam/res
Block %1$s?,values/strings.xml,37,Vil du blokkere %1$s?,values-no/strings.xml,6,packages/apps/Dialer,java/com/android/dialer/blockreportspam/res
You will no longer receive calls from this number.,values/strings.xml,40,Du får ingen flere anrop eller meldinger fra dette telefonnummeret.,values-no/strings.xml,7,packages/apps/Dialer,java/com/android/dialer/blockreportspam/res
